bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0420,,Law,02/05 Governor signed; Session Law Chapter 2; Effective: 07/01/98,1998-01-19,1998-01-29,,"['Representative Clark', 'Senator McLaughlin']",Signed,PERSONAL PROPERTY TAX - Amends existing law to revise procedures on how a lien on real property for unpaid personal property taxes is entered.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0420/,
H0421,,H Loc Gov,01/29 Rpt out - to Loc Gov,,,,,,"RECORDING FEES - Amends existing law to increase certain recording fees and to provide that $5.00 from the recording of every instrument shall be deposited in a dedicated county technology account to fund and support maintenance, upgrades and purchases of equipment, technology and related personnel expenses.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0421/,
H0422,Amended,Law,03/19 Governor signed; Session Law Chapter 110; Effective: 07/01/98,1998-03-16,1998-03-10,,"['Representative Ridinger', 'Senator Bunderson']",Signed,DRIVER'S LICENSES - Amends existing law to update ministerial procedures relating to motor vehicle driver's licenses and driving privileges.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0422/,
H0423,Amended,Law,03/23 Governor signed; Session Law Chapter 251; Effective: 07/01/98,1998-02-17,1998-03-17,,"['Representative Bivens', 'Senator Geddes']",Signed,FISH AND GAME LICENSE - TRESPASSING - Amends existing law to provide for license revocation for failing to depart the real property of another after notification and to provide that no person shall fail to depart from the real property of another after written or oral notification to depart.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0423/,
H0424,,H Res/Con,01/12 Rpt prt - to Res/Con,,,,,,"BIG GAME - WINTER FEEDING - Adds to existing law to provide for regulation of winter feeding of big game, to provide legislative intent and to set application fees for winter feeding permits.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0424/,
H0425,,Law,03/19 Governor signed; Session Law Chapter 111; Effective: 07/01/98,1998-01-26,1998-03-16,,"['Representative Ellsworth', 'Senator Boatright']",Signed,"RACKETEERING - Amends existing law to provide for entry of a court order requiring that payment of the costs and expenses of prosecution and investigation of a racketeering offense be paid directly to the municipal, county or state government agency incurring the costs or expenses.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0425/,
H0426,,Law,02/04 Governor signed; Session Law Chapter 1; Effective: Sec 66 - 01/01/98;   All others 07/01/98,1998-01-26,1998-01-29,,"['Representative Schaefer', 'Representative Lake', 'Representative Bieter', 'Senator Cameron', 'Senator McLaughlin']",Signed,"EMPLOYMENT SECURITY LAW - Amends, adds to and repeals existing law to recodify the state's Employment Security Law, to revise contribution rates, to change benefits and to revise procedures.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0426/,
H0427,,Law,02/13 Governor signed; Session Law Chapter 13; Effective: 07/01/98,1998-01-29,1998-02-06,,"['Representative Kunz', 'Senator Boatright']",Signed,RAILROAD CROSSINGS - Amends existing law to require that motor vehicles stop at a railroad crossing where a stop sign is in place and there are no other mechanical warning signals.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0427/,
H0428,,Law,03/19 Governor signed; Session Law Chapter 123; Effective: 07/01/98,1998-01-26,1998-03-16,,"['Representative Clark', 'Senator Deide']",Signed,"DNA SAMPLES - COLLECTION - Amends existing law to remove references to genetic marker, to provide for forwarding and collection of DNA samples pursuant to rules adopted by the Bureau of Forensic Services and to provide for sampling methodology in addition to blood draws.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0428/,
H0429,,H Jud,01/12 Rpt prt - to Jud,,,,,,MONEY LAUNDERING - Amends existing law to include any felony and any felony equivalents from other jurisdictions with the category of crimes to which money laundering and illegal investment practices may apply.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0429/,
H0430,Amended,Law,03/17 Governor signed; Session Law Chapter 59; Effective: 03/17/98,1998-02-11,1998-03-10,,"['Representative Bruneel', 'Senator McLaughlin']",Signed,STATE LIBRARY - DONATIONS - Amends existing law to include the Idaho State Library among those entities for which an income tax credit for donations to charitable institutions is available.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0430/,
H0431,,Law,03/20 Governor signed; Session Law Chapter 248; Effective: 07/01/98,1998-03-10,1998-03-18,,"['Representative Bruneel', 'Senator King']",Signed,"LICENSE APPLICATIONS - SOCIAL SECURITY NUMBER - Amends and adds to existing law to require social security numbers on applications for professional, occupational and recreational licenses, on marriage license applications, and on applications for driver's licenses and identification cards.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0431/,
H0432,,Law,03/19 Governor signed; Session Law Chapter 112; Effective: 07/01/98,1998-02-23,1998-03-16,,"['Representative Hornbeck', 'Senator King']",Signed,CHILD SUPPORT - NONPAYMENT - Amends and adds to existing law to redesignate code sections and to add to the contempt statute by providing an additional penalty for failure to pay child support or for interfering with a visitation order.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0432/,
H0433,,H Jud,01/12 Rpt prt - to Jud,,,,,,CHILD SUPPORT - DELINQUENT - Amends existing law to require financial institutions to enter into agreements with the Department of Health and Welfare to provide asset information concerning parents who are not paying their child support obligation and to provide conditions for agreements.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0433/,
H0434,,Law,02/11 Governor signed; Session Law Chapter 9; Effective: 07/01/98,1998-01-26,1998-02-05,,"['Representative Richman', 'Senator Crow']",Signed,"MEDICAL ASSISTANCE - RECOVERY - Amends existing law, which allows the state to seek recovery against estates for certain medical assistance, to provide greater clarity concerning matters of notification by the personal representative and limitations upon transfers of estate property.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0434/,
H0435,,H Jud,01/12 Rpt prt - to Jud,,,,,,"PUBLIC ASSISTANCE - CHILD SUPPORT GUIDELINES - Amends existing law to allow the state to compute, based upon the Idaho Child Support Guidelines, the amount owed to the state for public assistance on behalf of a child; and to provide that any excess is paid to the parent or caretaker.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0435/,
H0436,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,MEDICAL ASSISTANCE - FALSE CLAIMS - Repeals and adds to existing law to provide treble damages and civil penalties for false claims for medical assistance.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0436/,
H0437,,H Jud,01/12 Rpt prt - to Jud,,,,,,DOMESTIC ASSAULT - Amends existing law to provide that domestic assault or battery statutes cover persons related by blood or marriage and persons who are living together or who have lived together; and to authorize batterer evaluations prior to sentencing and post-sentencing.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0437/,
H0438,,Law,03/17 Governor signed; Session Law Chapter 58; Effective: 07/01/98,1998-02-03,1998-03-10,,"['Representative Stevenson', 'Senator Whitworth']",Signed,MIGRATORY WATERFOWL - UPLAND GAME - Amends existing law to correct an obsolete reference to a signed migratory waterfowl stamp and an upland game permit.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0438/,
H0439,,Law,03/18 Governor signed; Session Law Chapter 60; Effective: 07/01/98,1998-02-11,1998-03-10,,"['Representative Gagner', 'Senator Richardson']",Signed,"EASTERN IDAHO TECHNICAL COLLEGE - Amends existing law to substitute the title of ""president"" for ""superintendent"" when referring to the person employed by the State Board for Vocational Education to supervise operations at Eastern Idaho Technical College.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0439/,
H0440,,Law,03/20 Governor signed; Session Law Chapter 164; Effective: 07/01/97,1998-02-10,1998-03-17,,"['Representative Field', 'Senator Hansen']",Signed,PUBLIC RECORDS - Amends existing law relating to records exempt from disclosure to provide exemptions from disclosure for certain public records that were enacted during the 1997 Legislative Session.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0440/,
H0441,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,PHARMACY REIMBURSEMENTS - Amends existing law to allow the Department of Health and Welfare to reduce pharmacy reimbursement rates in a manner consistent with amounts paid by other prudent purchasers.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0441/,
H0442,Amended,Law,02/11 Governor signed; Session Law Chapter 10; Effective: 01/01/98,1998-01-26,1998-02-05,,"['Representative Crow', 'Senator Ipsen']",Signed,INCOME TAX - Amends existing law to clarify circumstances in which an Idaho taxpayer is entitled to an Idaho income tax credit for income taxes paid to other states.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0442/,
H0443,Amended,Law,03/24 Governor signed; Session Law Chapter 290; Effective: 07/01/99,1998-02-18,1998-03-18,,"['Representative Clark', 'Senator Ipsen']",Signed,"BUDGET STABILIZATION FUND - Amends existing law to create the Budget Stabilization Fund in place of the Budget Reserve Account, to provide that the State Controller shall annually transfer moneys from the General Fund to the Budget Stabilization Fund subject to certain criteria, to provide that the transfer of funds from the General Fund to the Budget Stabilization Fund may be reduced and to limit the appropriation of moneys from the Budget Stabilization Fund.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0443/,
H0444,,Law,03/19 Governor signed; Session Law Chapter 113; Effective: 01/01/99,1998-03-02,1998-03-16,,"['Representative Bivens', 'Senator Bunderson']",Signed,"MOTOR VEHICLES - Amends existing law to provide for the issuance of special license plates for commercial, noncommercial and farm vehicles with a registered maximum gross weight of not more than 16,000 pounds.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0444/,
H0445,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,"NURSING PRACTICES ACT - Amends, adds to and repeals existing law regarding the Idaho Nursing Practices Act to provide definitions, to provide membership and powers of the Board of Nursing, to provide for qualifications for a license for advanced practice professional nursing, to provide qualifications and fees and to provide unlawful conduct.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0445/,
H0446,,Law,03/17 Governor signed; Session Law Chapter 47; Effective: 07/01/98,1998-02-03,1998-03-10,,"['Representative Campbell', 'Senator Geddes']",Signed,HUNTING LICENSES - Amends existing law to clarify that nonresident two-day hunting licenses also require the purchase of appropriate tags and permits.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0446/,
H0447,,H Educ,01/12 Rpt prt - to Educ,,,,,,"POSTSECONDARY EDUCATIONAL SAVINGS ACCOUNT - Adds to existing law to authorize a state income tax deduction for contributions to a postsecondary educational savings account, to define those eligible to receive payments from the account and to provide penalties for withdrawal from the account for purposes other than postsecondary educational expenses.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0447/,
H0448,,Law,02/25 Governor signed; Session Law Chapter 16; Effective: 07/01/98,1998-02-02,1998-02-18,,"['Representative Barraclough', 'Senator Ipsen']",Signed,"WASTEWATER FACILITY LOAN ACCOUNT - Amends existing law to change the name of the Water and Wastewater Facility Loan Account to the Wastewater Facility Loan Account, to provide for treatment of money in the account and to provide that moneys in the Water Pollution Control Account are perpetually appropriated to provide grants or contracts for training drinking water system operating personnel and to provide funds to capitalize the Drinking Water Loan Account.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0448/,
H0449,,Law,03/20 Governor signed; Session Law Chapter 220; Effective: 07/01/98,1998-02-03,1998-03-17,,"['Representative Stone', 'Senator McLaughlin']",Signed,"ENGINEERS AND LAND SURVEYORS - Amends existing law to delete ""public easement"" as a defined term, to provide for marking of points where the centerline changes direction on all streets, avenues and public highways, to provide that land exclusive of public right-of-way that has been subdivided and platted need not be vacated in order to be replatted, to provide for placement of a witness corner or reference monument and to require a filing of a record of survey, to provide that the Board of Registration of Professional Engineers and Professional Land Surveyors may recommend arbitration of disputes, to provide for maximum application fees for licensure and to provide for a certification fee, to provide a fee for reexamination and to provide that no survey of land or plat or subdivision shall be legal unless made by or under the responsible charge of a professional land surveyor.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0449/,
H0450,,Law,03/17 Governor signed; Session Law Chapter 57; Effective: 07/01/98,1998-02-06,1998-03-10,,"['Representative Miller', 'Senator Keough']",Signed,"STATE LIBRARY BOARD - Repeals and adds to existing law to establish the state library and state library board, to provide powers and duties of the state library board, to provide that the state library is the depository of public documents and to state legislative intent to withdraw from the Interstate Library Compact.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0450/,
H0451,,Law,03/19 Governor signed; Session Law Chapter 114; Effective: 07/01/98,1998-02-20,1998-03-16,,"['Representative Bieter', 'Senator Ipsen']",Signed,ORGANS - TRANSPLANTS - Repeals existing law dealing with the register of facilities that store human bodies or body parts for transplantation.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0451/,
H0452,,Law,03/17 Governor signed; Session Law Chapter 46; Effective: 07/01/98,1998-02-17,1998-03-11,,"['Representative Boe', 'Senator Crow']",Signed,PHYSICAL THERAPISTS - Amends existing law to provide that examinations of applicants for registration under the Physical Therapy Act shall be at the times and places designated by the Board of Medicine.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0452/,
H0453,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,"MEDICINE BOARD - Amends existing law to change the compensation of members of the State Board of Medicine and the Board of Professional Discipline; to provide that the Board of Medicine, the Board of Professional Discipline or its hearing officer shall have certain powers during investigations; and to provide for subpoenas in contested case proceedings.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0453/,
H0454,,H Jud,01/12 Rpt prt - to Jud,,,,,,"FISH AND GAME - Amends existing law to provide an exception to Administrative Procedure Act rulemaking for setting seasons or limits regarding game animals, game birds, furbearers, migratory birds, salmon, steelhead and resident fish, to provide for notice and publication and to provide for judicial notice.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0454/,
H0455,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,"VULNERABLE ADULTS - ABUSE - Amends and adds to existing law regarding vulnerable adults alleged to be abused, neglected or exploited to provide an exemption from public records disclosure; to provide a declaration of policy; to provide that a person may report abuse, neglect and exploitation of vulnerable adults to the Commission on Aging; to provide for training; to provide that a police officer's assistance in an emergency may include a right of entry onto private property; to provide for assistance of a police officer in a nonemergency if consent is given; to provide for interagency cooperation and exchange of information; and to provide for misdemeanors and punishments.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0455/,
H0456,,S FAILED,03/10 3rd rdg - FAILED - 11-23-1,1998-01-30,1998-03-10,,"['Representative Boe', 'Representative Henbest', 'Representative Hornbeck']",,CARISOPRODOL - CONTROLLED SUBSTANCE - Amends existing law to add carisoprodol to the Schedule IV list of controlled substances.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0456/,
H0457,,H Transp,01/12 Rpt prt - to Transp,,,,,,"FUTURE ACQUISITIONS MAP - Amends existing law to provide a process by which any public agency with eminent domain power may have a future acquisitions map amended, adopted or repealed; to provide for notification of an affected property owner; and to provide that the property in question be removed from consideration by a planning and zoning commission for any permits or changes in zoning classification.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0457/,
H0458,,Law,03/20 Governor signed; Session Law Chapter 247; Effective: 07/01/98,1998-02-24,1998-03-18,,"['Representative Kellogg', 'Senator Riggs']",Signed,FIRE PREVENTION - Repeals existing law which authorized the State Fire Marshal to grant a hardship variance from fire prevention statutes and rules.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0458/,
H0459,,Law,03/19 Governor signed; Session Law Chapter 115; Effective: 07/01/98,1998-02-03,1998-03-16,,"['Representative Deal', 'Senator Andreason']",Signed,"INSURANCE AGENTS - EXAMINATIONS - Amends existing law to delete the requirement that application to take the insurance agent, broker or consultant license examination be filed ten days prior to the examination date and to require that application for a license be filed with the Department of Insurance within 180 days after successful completion of the examination.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0459/,
H0460,,Law,03/20 Governor signed; Session Law Chapter 225; Effective: 07/01/98,1998-02-03,1998-03-17,,"['Representative Alltus', 'Senator McLaughlin']",Signed,INSURANCE DEPARTMENT - Amends existing law to delete the requirement that fees and miscellaneous charges be collected in advance by the Department of Insurance.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0460/,
H0461,,H Health/Wel,01/12 Rpt prt - to Health/Wel,,,,,,"MEDICAL ASSISTANCE - FRAUD - Adds to existing law to provide very explicit authority and direction concerning fraud and abuse in the state's medical assistance program and to provide penalties, including the authority to terminate provider agreements.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0461/,
H0462,Amended,Law,03/24 Governor signed; Session Law Chapter 292; Effective: 07/01/98,1998-03-10,1998-03-19,,"['Representative Jaquet', 'Senator Wheeler']",Signed,"CHILD SUPPORT - INCOME WITHHOLDING - Amends, repeals and adds to existing law to revise the statutes governing income withholding for child support; to bring the statutes into conformity with federal law; and to simplify procedures.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0462/,
H0463,,H Educ,01/12 Rpt prt - to Educ,,,,,,PROPRIETARY SCHOOLS - Repeals and amends existing law to delete the existing authority of the State Board of Education to regulate proprietary schools in Idaho and to charge the State Board of Education with developing and enforcing standards which will assure protection to Idaho students accessing these postsecondary institutions.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0463/,
H0464,,H Jud,01/12 Rpt prt - to Jud,,,,,,TRESPASSING/KILLING ANIMALS - Amends existing law to provide felony penalties for trespassing and killing animals or trespassing with intent to kill animals.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0464/,
H0465,,H Hea/Wel,01/12 Rpt prt - to Health/Wel,,,,,,"PERSONAL CARE PROVIDERS - Amends existing law to revise the definition of ""eligible recipient"" or ""recipient"" and ""personal care services"" to mean one or two individuals who may receive personal care services  to allow a personal care provider to be responsible for two persons.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0465/,
H0466,,H Jud,01/12 Rpt prt - to Jud,,,,,,DRIVING WITHOUT PRIVILEGES - Amends existing law to provide civil penalties and possible community service for driving without privileges and to provide for an affirmative defense if the person has religious or personal beliefs that preclude him from obtaining a driver's license.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0466/,
H0467,Amended,Law,03/24 Governor signed; Session Law Chapter 352; Effective: 07/01/98,1998-03-02,1998-03-16,,"['Representative Stoicheff', 'Senator McLaughlin', 'Senator Hawkins', 'Senator Frasure']",Signed,PROPERTY TAX - DISABLED VETERANS - Amends existing law to clarify that income shall not include veteran's disability pensions received by a claimant or a claimant's spouse provided that the disability is received pursuant to a service-oriented disability of a degree of 40% or more.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0467/,
H0468,Amended,Law,03/25 Governor signed; Session Law Chapter 392; Effective: 07/01/98,1998-03-05,1998-03-20,,"['Representative Kempton', 'Senator Frasure']",Signed,"MOTOR VEHICLES - Amends existing law relating to motor vehicle registrations, definitions and operations to reflect current practices of the Idaho Transportation Department and to be in compliance with previously amended sections of law and changes in technology.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0468/,
H0469,Amended,H FAILED,02/17 3rd rdg as amen - FAILED - 22-43-5,1998-02-17,,,,,"INSURANCE REFUND ACCOUNT - Amends existing law to provide for deposits to the Insurance Refund Account of that portion of taxes, fines and penalties necessary to meet current refund obligations and to eliminate the requirement that the statement to the State Treasurer of fees, licenses, taxes, fines and penalties collected by the Department of Insurance be certified.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0469/,
H0470,,S Health/Wel,02/06 Senate intro - 1st rdg - to Health/Wel,1998-02-05,,,"['Representative Stone', 'Representative Schaefer', 'Representative Sali']",,PASTORAL COUNSELORS - Repeals existing law to delete the licensure and regulation of pastoral counselors.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0470/,
H0471,,Law,03/17 Governor signed; Session Law Chapter 56; Effective: 07/01/98,1998-02-06,1998-03-10,,"['Representative Hornbeck', 'Senator Schroeder']",Signed,SCHOOL ELECTIONS - ABSENTEE VOTING - Amends existing law to clarify the method of handling absentee ballots in school elections to assure the secrecy of the ballot.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0471/,
H0472,Amended,Law,03/18 Governor signed; Session Law Chapter 61; Effective: 07/01/98,1998-02-17,1998-03-10,,"['Representative Hornbeck', 'Senator Parry']",Signed,"DOGS - Amends existing law to define a vicious dog, to provide that a vicious dog must be controlled and to provide penalties for failure to control a vicious dog.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0472/,
H0473,,S St Aff,02/12 Senate intro - 1st rdg - to St Aff,1998-02-11,,,['Representative Hornbeck'],,ALCOHOLIC BEVERAGE CATERING PERMIT - Amends existing law to authorize beer and wine licensees to obtain an alcoholic beverage catering permit and serve the beverage for which they are licensed at catered events and to remove the director of the Department of Law Enforcement from the liquor catering permit process.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0473/,
H0474,,H Educ,01/15 Rpt prt - to Educ,,,,,,"EASTERN IDAHO TECHNICAL COLLEGE - Amends existing law to bring current practices into conformity with law at Eastern Idaho Technical College relating to programming and granting of degrees, and to change the title of superintendent of the college to president of the college.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0474/,
H0475,,Law,03/19 Governor signed; Session Law Chapter 95; Effective: 01/01/98,1998-02-20,1998-03-16,,"['Representative Gagner', 'Senator Frasure']",Signed,"PROPERTY - OCCUPANCY TAX - Amends existing law to provide when residential improvements shall be subject to the occupancy tax and to provide that the statute relating to change of status shall not apply, to define a term, to provide application to the nonresidential portion of an improvement to real property and to provide application to multiple residential units.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0475/,
H0476,,H Rev/Tax,01/16 Rpt prt - to Rev/Tax,,,,,,"TAXING DISTRICTS - Amends existing law to limit recovery by a taxing district of a tax increase which was allowed but not taken, to the following year.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0476/,
H0477,,VETOED,03/20 Governor VETOED,1998-02-16,1998-03-11,,"['Representative Kjellander', 'Representative Bell', 'Senator Sorensen']",Vetoed,CAPITAL CRIMES DEFENSE FUND - Amends and adds to existing law to authorize establishment of a Capital Crimes Defense Fund by the counties to fund the costs of criminal defense in cases where the penalty of death is a legal possibility and to provide for creation of the Office of the State Appellate Public Defender of the Office of the Governor.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1998/legislation/H0477/,
