bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0402,,LAW,02/20 Governor signed; Session Law Chapter 44; Effective: 07/01/02,2002-01-23,2002-02-13,,"['Representative Hornbeck', 'Senator Stegner']",Signed,ACCIDENTS - FATAL - Amends existing law to provide that coroners shall obtain blood samples from certain persons who have died as a result of motor vehicle or vessel accidents; and to provide that the results of blood testing shall be delivered to the director of the Idaho State Police or his designee.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0402/,
H0403,,LAW,03/19 Governor signed; Session Law Chapter 83; Effective: 07/01/02,2002-02-11,2002-03-12,,"['Representative Sali', 'Senator Lodge']",Signed,SHORTHAND REPORTERS - Amends existing law to revise the qualifications for issuance of a temporary certified shorthand reporter certificate.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0403/,
H0404,,LAW,03/19 Governor signed; Session Law Chapter 84; Effective: 07/01/02,2002-02-20,2002-03-12,,"['Representative Young', 'Senator Stegner']",Signed,JUVENILE PROBATION OFFICERS - Amends existing law to provide that the Peace Officer Standards and Training Council may implement minimum basic training and certification standards for juvenile probation officers.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0404/,
H0405,,LAW,02/19 Governor signed; Session Law Chapter 29; Effective: 07/01/02,2002-01-23,2002-02-11,,"['Representative Smith(23)', 'Senator King-Barrutia']",Signed,MOTOR VEHICLES - JUVENILE CORRECTIONS DEPARTMENT - Amends existing law relating to the marking of state owned vehicles to provide that motor vehicles under the custody and control of the director of the Idaho Department of Juvenile Corrections may be unmarked.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0405/,
H0406,,LAW,03/19 Governor signed; Session Law Chapter 85; Effective: 07/01/02,2002-02-25,2002-03-13,,"['Representative Bradford', 'Senator King-Barrutia']",Signed,SOCIAL WORK - LICENSURE - Amends existing law relating to social workers to revise the composition and powers of the Board of Social Work Examiners; to set forth qualifications for endorsement applicants; and to exempt certain communications from nondisclosure requirements.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0406/,
H0407,,LAW,03/04 Governor signed; Session Law Chapter 53; Effective: 07/01/02,2002-01-14,2002-02-21,,"['Representative Smylie', 'Senator Brandt']",Signed,"ELECTRICIANS - LICENSURE - Amends existing law to revise the licensing periods for electricians; and to revise the fees charged for licenses, license applications, license renewals and license revivals.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0407/,
H0408,,LAW,02/05 Governor signed; Session Law Chapter 5; Effective: 02/05/02,2002-01-14,2002-01-29,,"['Representative Deal', 'Senator Goedde']",Signed,PERSONAL INFORMATION - DISCLOSURE - Adds to existing law to limit the disclosure of nonpublic personal information by persons regulated by the Department of Insurance pursuant to the federal Gramm-Leach-Bliley Act of 1999.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0408/,
H0409,,LAW,03/19 Governor signed; Session Law Chapter 86; Effective: 07/01/02,2002-02-21,2002-03-12,,"['Representative Kellogg', 'Senator Dunklin']",Signed,"FIRE SAFETY - Amends existing law to replace references in the Idaho Code to the Uniform Fire Code with the International Fire Code, published by the International Code Council.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0409/,
H0410,,LAW,02/05 Governor signed; Session Law Chapter 6; Effective: 07/01/02,2002-01-14,2002-01-29,,"['Representative Black', 'Senator Lodge']",Signed,ENGINEERS/LAND SURVEYORS - Amends existing law to define terms; to clarify the use of seals and signatures; and to permit the Board of Professional Engineers and Land Surveyors to waive examination requirements for certain individuals.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0410/,
H0411,,LAW,02/05 Governor signed; Session Law Chapter 7; Effective: 07/01/02,2002-01-14,2002-01-29,,"['Representative Black', 'Senator Hill']",Signed,BOUNDARY LINES - Amends existing law relating to surveys of boundary lines to provide that the services of a professional land surveyor may be procured to establish boundaries when doubts arise about the location of a fence.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0411/,
H0412,,LAW,03/04 Governor signed; Session Law Chapter 54; Effective: 07/01/02,2002-01-18,2002-02-21,,"['Representative Block', 'Senator Lodge']",Signed,VETERANS HOMES - Amends existing law to provide that administrators of veterans homes shall be considered nonclassified exempt employees of the state of Idaho and shall serve at the pleasure of the administrator of the Division of Veterans Services.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0412/,
H0413,,LAW,02/05 Governor signed; Session Law Chapter 8; Effective: 07/01/02,2002-01-18,2002-01-29,,"['Representative Martinez', 'Senator Lodge']",Signed,PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law to decrease the period of time that employers have to remit contributions to the Public Employee Retirement System after each pay date; and to require that contributions be remitted together with the contributions remitted under supplemental benefit plan contributions.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0413/,
H0414,,LAW,02/05 Governor signed; Session Law Chapter 9; Effective: 07/01/02,2002-01-18,2002-01-29,,"['Representative McKague', 'Senator Hill']",Signed,PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law relating to the Public Employee Retirement System to allow inactive members who are vested to purchase membership in the Public Employee Retirement System for active duty service in the armed forces of the United States; and to provide that an inactive member who is vested may purchase up to forty-eight months of membership service.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0414/,
H0415,,LAW,02/12 Governor signed; Session Law Chapter 12; Effective: 07/01/02,2002-01-18,2002-02-01,,"['Representative Raybould', 'Senator Noh']",Signed,WATER RIGHTS - Amends existing law relating to the adjudication of water rights to reduce the period for filing responses to objections in the Snake River Basin Adjudication from 120 days to 60 days.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0415/,
H0416,,LAW,02/12 Governor signed; Session Law Chapter 13; Effective: 07/01/02,2002-01-23,2002-02-01,,"['Representative Stevenson', 'Senator Little']",Signed,"WATER RIGHTS - Amends existing law relating to adjudication of water rights to clarify the period of time to be set forth in certain notices between filing the report with the director of the Department of Water Resources and the hearing, at which time the unobjected parts of the report will be decreed; and to clarify the time in which the director of the Department of Water Resources shall file certain statements with the district court.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0416/,
H0417,,H Res/Con,01/07 House intro - 1st rdg - to printing;  Rpt prt - to Res/Con,,,,,,FOREST LAND - Amends existing law to increase the maximum annual assessment for the administration and enforcement of the Forest Practices Act for private owners of forest lands.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0417/,
H0418,,H Res/Con,01/07 House intro - 1st rdg - to printing;  Rpt prt - to Res/Con,,,,,,FOREST LANDS - ASSESSMENT - Amends existing law to increase the maximum cost of patrol and protection provided by the director of the Department of Lands for private owners of forest lands; and to increase the amount assessed for certain privately owned forest land to defray costs associated with fire suppression.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0418/,
H0419,,LAW,02/27 Governor signed; Session Law Chapter 48; Effective: 07/01/02,2002-02-01,2002-02-18,,"['Representative Barraclough', 'Senator Brandt']",Signed,"FISHING - Amends existing law to delete an exception to the prohibition against the use, possession or taking of certain fish in the state of Idaho.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0419/,
H0420,Amended,LAW,03/26 Governor signed; Session Law Chapter 266; Effective: 07/01/02,2002-03-06,2002-03-01,,"['Representative Tilman', 'Senator Sorensen']",Signed,"PROFESSIONAL GEOLOGISTS - Amends and repeals existing law to revise the qualifications and procedures for registering professional geologists; to revise the qualifications for membership on, and compensation for, the Board of Registration for Professional Geologists; and to establish authority for the Board regarding adoption of rules, setting fees and conducting disciplinary proceedings.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0420/,
H0421,,H St Aff,01/07 House intro - 1st rdg - to printing;  Rpt prt - to St Aff,,,,,,ENVIRONMENTAL HEALTH SPECIALISTS - Amends existing law to define terms; to provide correct terminology for licensure of environmental health specialists; to revise issuance periods for certificates and licenses; and to increase permissible fees for licensure and license renewals.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0421/,
H0422,,LAW,,,,,,,,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0422/,404 Error
H0423,,LAW,03/04 Governor signed; Session Law Chapter 56; Effective: 03/04/02,2002-01-17,2002-02-21,,"['Representative Newcomb', 'Senator Darrington']",Signed,HORSE RACING - Amends existing law relating to horse racing to revise the criteria for the minimum number of races that must be conducted per day depending on whether the race handle exceeded five million dollars during the last calendar year or was five million dollars or less during the last calendar year.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0423/,
H0424,,FAILED,02/28 3rd rdg - FAILED - 16-17-2,2002-01-28,2002-02-28,,['Representative Hornbeck'],,WATER/SEWER DISTRICT BOARD - Amends existing law to increase the maximum allowable compensation for each member of a board of directors of a water district or a sewer district from fifty dollars to one hundred fifty dollars for each meeting.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0424/,
H0425,,LAW,02/07 To Secretary of State; Session Law Chapter 1; Effective: 02/01/02,2002-02-01,2002-02-01,,"['Representative Newcomb', 'Senator Geddes']",,"TERM LIMITS - Repeals Idaho's term limit law for federal, statewide elected executive officials, legislators, school district trustees and city and county elected officials.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0425/,
H0426,,LAW,02/19 Governor signed; Session Law Chapter 30; Effective: 07/01/02,2002-01-28,2002-02-11,,"['Representative Pischner', 'Senator Boatright']",Signed,"GASOHOL/DIESEL FUEL - TAX - Amends existing law to delete the preferential tax rate for gasohol and diesel fuel containing agricultural products; to define ""biodiesel""; to provide a deduction for gasohol and biodiesel not exceeding ten percent of the total gallons of gasohol or biodiesel reported; and to clarify the three year statute of limitations on refund claims for motor fuel taxes.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0426/,
H0427,,LAW,02/19 Governor signed; Session Law Chapter 31; Effective: 07/01/02,2002-01-28,2002-02-11,,"['Representative Roberts', 'Senator Marley']",Signed,REAL ESTATE APPRAISERS - Amends existing law to provide an exception to mandatory real estate appraiser licensure or certification for employees or agents of the Idaho Transportation Department when making value estimates of property or for just compensation valued at ten thousand dollars or less; to provide for review of the estimate by a state certified general real estate appraiser; to provide that the property owner shall be provided with a copy of the estimate; and to provide that the property owner shall be informed of the right to request a certified appraisal.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0427/,
H0428,,LAW,02/27 Governor signed; Session Law Chapter 49; Effective: 11/01/01,2002-01-29,2002-02-18,,"['Representative Tilman', 'Senator Hawkins']",Signed,"VETERANS SERVICES - Amends and adds to existing law to authorize the Division of Veterans Services to enter into contracts and accept donations and funds and to operate and maintain a veterans cemetery; to delete certain authorities of the administrator of the Division of Veterans Services; to provide for the administration of an Idaho State Veterans Cemetery by the Division of Veterans Services; to provide that the State Veterans Cemetery shall not be subject to local land use planning ordinances; to revise the powers and duties of the administrator; to allow the Division of Veterans Services to accept moneys and property and to enter into contracts and to administer, with the advice and approval of the Veterans Affairs Commission, the Veterans Cemetery Maintenance Fund; and to authorize cemetery maintenance districts to transfer property to other public entities.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0428/,
H0429,,H Rev/Tax,01/16 Rpt prt - to Rev/Tax,,,,,,"SCHOOLS - APPROPRIATION TRANSFER - Amends existing law to provide that if the full amount appropriated from the General Account by the Legislature is not transferred to the Public School Income Fund by the end of the fiscal year, the deficiency resulting therefrom may be restored or reduced through a special transfer from the General Account in the first sixty days of the following fiscal year; and to delete reference to a property tax levy to make up the deficiency.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0429/,
H0430,,LAW,02/19 Governor signed; Session Law Chapter 32; Effective: 07/01/02,2002-01-28,2002-02-12,,"['Representative Deal', 'Senator Davis']",Signed,LEGAL FORMS - Amends existing law to remove obsolete twentieth century references in statutory legal forms.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0430/,
H0431,,LAW,03/04 Governor signed; Session Law Chapter 57; Effective: 07/01/02,2002-02-08,2002-02-22,,"['Representative Pearce', 'Senator Risch']",Signed,CORONERS - Amends existing law relating to the burial of unclaimed bodies to remove language referencing inquests by coroners.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0431/,
H0432,,LAW,03/04 Governor signed; Session Law Chapter 58; Effective: 07/01/02,2002-02-08,2002-02-22,,"['Representative Pearce', 'Senator Risch']",Signed,CORONERS - Amends existing law to provide that certain provisions relating to the disposition of dead bodies shall not apply in counties where there is only one licensed funeral establishment.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0432/,
H0433,,H St Aff,01/16 Rpt prt - to St Aff,,,,,,COUNTY CORONERS - Amends existing law to provide that county coroners shall meet certain annual training requirements.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0433/,
H0434,,LAW,02/05 Governor signed; Session Law Chapter 10; Effective: 02/05/02,2002-01-23,2002-01-30,,"['Representative Pischner', 'Senator Keough']",Signed,"APPROPRIATIONS - LANDS DEPARTMENT - Appropriating an additional $2,775,100 to the Department of Lands for the Forest Resources Management Program for fiscal year 2002.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0434/,
H0435,,LAW,02/12 Governor signed; Session Law Chapter 14; Effective: 02/12/02,2002-01-23,2002-02-01,,"['Representative Clark', 'Senator Boatright']",Signed,"APPROPRIATIONS - LANDS DEPARTMENT - Appropriating an additional $5,020,800 to the Department of Lands for the Forest and Range Fire Protection Program for fiscal year 2002.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0435/,
H0436,,LAW,02/12 Governor signed; Session Law Chapter 15; Effective: 02/12/02,2002-01-23,2002-02-01,,"['Representative Meyer', 'Senator Boatright']",Signed,"APPROPRIATIONS - Appropriating an additional $11,200 to the Office of the Lieutenant Governor for fiscal year 2002.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0436/,
H0437,,FAILED,02/08 3rd rdg - FAILED - 22-44-4,2002-02-08,,,,,WINE EXCISE TAX - Amends existing law to increase the distribution of wine excise tax revenues allowed to the Idaho Grape Growers and Wine Producers Commission from five percent to seven percent.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0437/,
H0438,,H Rev/Tax,01/17 Rpt prt - to Rev/Tax,,,,,,"REAL PROPERTY - TAXATION - Amends existing law relating to property taxes to provide that the new construction roll shall include a description of real property improvement that has changed from exempt in the preceding year to taxable in the current year, except for property exempt under the fifty-fifty homeowner's exemption; and to provide that real property that changed from exempt in the preceding year to taxable in the current year, except for property exempt under the fifty-fifty homeowner's exemption, shall be exempt from the calculation computing the three percent cap for the dollar amount of property taxes certified for a taxing district's annual budget.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0438/,
H0439,Amended,FAILED,02/14 House did NOT concur in Senate amens - 60-5-5;  To Chief Clerk,2002-01-28,2002-02-13,,"['Representative Wood', 'Senator Bunderson']",,"UNCLAIMED PROPERTY - Amends existing law on unclaimed property to change the holding period from seven years to five years for traveler's checks, money orders, checks, drafts and similar instruments issued or certified by banking and financial organizations, property held by agents and fiduciaries, and contents of safe deposit boxes or other safekeeping repository; and to delete the special reporting period for insurance companies.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0439/,
H0440,,LAW,02/19 Governor signed; Session Law Chapter 33; Effective: 01/01/02,2002-01-28,2002-02-12,,"['Representative Ridinger', 'Senator Stegner']",Signed,INCOME TAX - Amends existing law to clarify that net operating losses and capital losses incurred in activities not taxable in this state are not deductible for state income tax purposes even if the activity is not a business activity.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0440/,
H0441,,LAW,02/19 Governor signed; Session Law Chapter 34; Effective: 07/01/02,2002-01-28,2002-02-12,,"['Representative Field(13)', 'Senator Frasure']",Signed,UNCLAIMED PROPERTY - Amends existing law relating to unclaimed property to provide that notices shall not be required to be published for items with a value of less than one hundred dollars.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0441/,
H0442,,LAW,"02/19 Governor signed; Session Law Chapter 35; Effective: 01/01/02, Section 8; 01/01/02, All Others",2002-01-29,2002-02-12,,"['Representative Moyle', 'Senator Wheeler']",Signed,"INCOME TAX - Amends existing law relating to individual and corporate income tax to make clarifying and technical amendments to the Income Tax Relief Act (House Bill Number 377, As Amended in the Senate) passed by the Legislature of the State of Idaho in 2001.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0442/,
H0443,Amended,H Loc Gov,02/13 Rpt out - ret'd to Loc Gov,,,,,,"PROPERTY DEVELOPMENT RIGHTS - Amends existing law to revise procedures relating to transfers of property development rights.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0443/,
H0444,,FAILED,03/12 3rd rdg - FAILED - 9-26-0,2002-02-18,2002-03-12,,['Representative Trail'],,AGRICULTURAL INSPECTORS - Amends existing law to provide that certain agricultural inspectors shall not be eligible for overtime pay on a holiday.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0444/,
H0445,,H Agric Aff,01/18 Rpt prt - to Agric Aff,,,,,,"SMOKE MANAGEMENT - Adds to existing law to provide penalties for violations of the law relating to smoke management and crop residue disposal.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0445/,
H0446,,LAW,03/19 Governor signed; Session Law Chapter 87; Effective: 03/19/02,2002-02-18,2002-03-12,,"['Representative Lake', 'Senator Noh']",Signed,"ANIMALS - Amends existing law relating to the suppression of diseases in animals to revise the authority granted to the administrator of the Division of Animal Industries and veterinarians; to authorize entrance to any means of conveyance where animals are kept; to require certain law enforcement personnel to provide assistance to veterinarians, inspectors or agents; to require that designated types of animals handled by the Department of Fish and Game be tested for certain diseases; to clarify the presence of disease that may constitute an emergency; to authorize the director of the Department of Agriculture to promulgate rules which regulate disease; to require all persons practicing veterinary medicine in Idaho to report certain diseases to the Division of Animal Industries; to provide for reimbursement to owners of any animal ordered slaughtered or destroyed at the direction of the Division of Animal Industries; and to provide for reimbursement to owners for property destroyed and for labor employed in the disposal of animals.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0446/,
H0447,,LAW,03/19 Governor signed; Session Law Chapter 88; Effective: 07/01/02,2002-02-18,2002-03-12,,"['Representative Smith(33)', 'Senator Stennett']",Signed,FOOD PRODUCTS - ORGANIC - Amends existing law to increase the maximum civil penalty for violation of the rules regarding organic food products; and to provide that the Organic Food Advisory Council shall meet at the call of the chairman or the director.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0447/,
H0448,,LAW,03/19 Governor signed; Session Law Chapter 89; Effective: 07/01/02,2002-02-18,2002-03-12,,"['Representative Bolz', 'Senator Little']",Signed,"PLANT PEST ACT - Repeals and adds to existing law to create the Idaho Plant Pest Act of 2002; to provide for administration of the act by the Department of Agriculture; to provide for collection of fees and penalties; to authorize inspections; to provide procedures upon discovery of pests; to require reporting of plant pests; to provide for liens and cost recovery; to provide for compensation for the loss or destruction of infested or infected plants; to provide for quarantines; to authorize rulemaking; to prohibit shipment, introduction or release of certain pests; to provide for permits and export certification and compliance agreements; to provide for crop management areas; to authorize research and investigation of plant pest problems and control; to provide for payment of costs; and to authorize cooperation with landowners in pest control projects.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0448/,
H0449,,LAW,02/12 Governor signed; Session Law Chapter 16; Effective: 02/12/02,2002-01-23,2002-02-01,,"['Representative Gagner', 'Senator Deide']",Signed,"APPROPRIATIONS - Appropriating an additional $152,300 to the Industrial Commission for fiscal year 2002.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0449/,
H0450,,LAW,02/12 Governor signed; Session Law Chapter 17; Effective: 02/12/02,2002-01-23,2002-02-01,,"['Representative Hadley', 'Senator Richardson']",Signed,"APPROPRIATIONS - Appropriating an additional $170,200 to the State Board of Education for the Division of Vocational Rehabilitation for fiscal year 2002.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2002/legislation/H0450/,
