bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0366,,H Rev/Tax,02/06; U.C. to be returned to Revenue & Taxation Committee,,,,,,TAXES - Adds to existing law to provide that the State Tax Commission may enter into agreements with other states for the mutual offset of any refunds or other amounts due and payable by either party against such tax liabilities owed to the other party to the agreement subject to certain conditions and limitations.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0366/,
H0367,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 22; Effective: 07/01/2012",2012-02-02,2012-02-23,,"['Representative Wills', 'Senator Keough']",Signed,FEDERAL TRANSIT AUTHORITY - Adds to existing law relating to federal transit authority funding to establish provisions relating to designated recipients for Federal Transit Administration funding.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0367/,
H0368,Amended,LAW,"Reported Signed by Governor on April 3, 2012; Session Law Chapter 195; Effective: 07/01/2012",2012-02-14,2012-03-22,,"['Representative Hagedorn', 'Senator McKenzie']",Signed,MILITARY DIVISION - Amends existing law to extend the sunset date for the Statewide Communications Interoperability Executive Council; to revise council responsibilities; to revise membership on the council; and to remove archaic language regarding council member terms.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0368/,
H0369,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 23; Effective: 07/01/2012",2012-02-02,2012-02-24,,"['Representative Bateman', 'Senator Lodge']",Signed,MILITARY DIVISION - Adds to existing law to create the Military Division Support Fund in the State Treasury.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0369/,
H0370,,H St Aff,01/18; Reported Printed and Referred to State Affairs,,,,,,MEDICAL MARIJUANA - Adds to existing law relating to health to provide for the Idaho Compassionate Use Medical Marijuana Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0370/,
H0371,,S St Aff,"Introduced, read first time; referred to: State Affairs",2012-02-06,,,['Representative Bilbao'],,VETERANS SERVICES - Amends existing law relating to veterans homes to provide that any parent whose child died while serving in the armed forces shall be eligible for admission to Idaho state veterans homes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0371/,
H0372,,LAW,"Reported Signed by Governor on April 3, 2012; Session Law Chapter 196; Effective: 07/01/2012",2012-02-15,2012-03-27,,"['Representative Black', 'Senator Hill']",Signed,MINERAL EXTRACTION - PENALTIES - Amends existing law relating to mineral rights on state lands to revise the interest rate for certain violations relating to mineral extractions on state lands.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0372/,
H0373,,H St Aff,01/18; Reported Printed and Referred to State Affairs,,,,,,LIQUOR DIVISION - Amends and repeals existing law relating to the State Liquor Division to revise provisions relating to the division and the director of the division; to revise provisions relating to the powers of the director; and to delete certain obsolete code sections and language.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0373/,
H0374,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 24; Effective: 07/01/2012",2012-02-06,2012-02-23,,"['Representative Patrick', 'Senator Tippets']",Signed,"ENGINEERS AND SURVEYORS - Amends existing law relating to engineers and surveyors to provide that only certain persons may qualify for assignment to examinations for initial certification and licensure and to provide exceptions, to provide conditions relating to postponement of action on applications for assignment to examinations and for release of scores; to grant authority to investigate the validity of examination irregularities and to invalidate applicant scores; to remove requirements relating to applications for licensure and certification and to grant board authority to postpone action on applications for licensure by comity in certain circumstances.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0374/,
H0375,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 25; Effective: 07/01/2012",2012-02-06,2012-02-24,,"['Representative Patrick', 'Senator Tippets']",Signed,"PLATS AND VACATIONS - Amends existing law relating to plats and vacations to revise conditions under which a governing body may direct the county surveyor or contract with a professional land surveyor in private practice to set interior monuments for a subdivision, to provide conditions under which a substitute professional land surveyor may assume responsible charge for setting interior monuments for a subdivision and to provide conditions under which a substitute professional land surveyor is required to file a record of survey.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0375/,
H0376,,LAW,"Law without signature - March 29, 2012",2012-02-22,2012-03-20,,"['Representative Bayer', 'Senator Vick']",Passed without signature,SUCCESSOR CORPORATION ASBESTOS-RELATED LIABILITY FAIRNESS ACT - Adds to existing law to enact the Successor Corporation Asbestos-Related Liability Fairness Act relating to liability by companies that acquire certain companies that have exposed workers or persons to asbestos while doing business.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0376/,
H0377,,H Res/Con,01/19; Reported Printed and Referred to Resources & Conservation,,,,,,OIL AND GAS WELLS - Amends existing law relating to oil and gas wells to require certain notice and permit relating to treating wells for oil or gas and to revise fee provisions relating to permits for drilling and treating wells for oil or gas.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0377/,
H0378,,H Res/Con,01/19; Reported Printed and Referred to Resources & Conservation,,,,,,OIL AND GAS - Amends existing law relating to oil and gas to revise provisions relating to the confidentiality of certain exploratory and wildcat wells; to provide for the use of well logs and directional surveys in actions to enforce specified provisions; to provide for the assessment of civil penalties by the Oil and Gas Conservation Commission; to provide that the commission may bring civil actions for certain violations and threats to violate and to provide for damages; to provide that certain conduct shall constitute a misdemeanor and to provide for penalties; to provide for the discretion of the commission relating to minor violations; to remove provisions relating to actions against the commission and appeals; and to revise penalty provisions relating to the falsification of certain records.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0378/,
H0379,,LAW,"Reported Signed by Governor on March 20, 2012; Session Law Chapter 79; Effective: 04/01/12",2012-02-14,2012-03-08,,"['Representative Boyle', 'Senator Pearce']",Signed,"OIL AND GAS - Amends and repeals existing law relating to oil and gas to revise provisions relating to the levy and imposition of tax on all oil and gas produced, saved and sold or transported from premises in Idaho, to provide that the State Tax Commission shall enforce collection of the tax, to provide that specified provisions of the Idaho Income Tax Act shall apply and be available to the State Tax Commission for enforcement, assessment and collection and to provide for distribution of moneys collected.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0379/,
H0380,,H St Aff,01/19; Reported Printed and Referred to State Affairs,,,,,,CAPITOL MALL - Adds to existing law to prohibit camping on the Capitol Mall property and other state property and facilities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0380/,
H0381,,H St Aff,01/19; Reported Printed and Referred to State Affairs,,,,,,ELECTIONS - Amends and adds to existing law to revise qualifications of electors; to provide a written warning on the application for an absentee elector’s ballot form; and to revise procedures for counting absentee ballots.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0381/,
H0382,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 26; Effective: 07/01/2012",2012-02-02,2012-02-23,,"['Representative Shirley', 'Senator Mortimer']",Signed,EDUCATION - PROFESSIONAL STUDIES ACCOUNT - Amends existing law relating to the Professional Studies Account to remove a reference to state appropriations.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0382/,
H0383,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 34; Effective: 07/01/2012",2012-02-06,2012-02-23,,"['Representative Cronin', 'Senator Mortimer']",Signed,IDAHO OPPORTUNITY SCHOLARSHIP PROGRAM - Amends existing law relating to education and the Idaho Opportunity Scholarship Program to revise provisions relating to administrative costs of the program.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0383/,
H0384,,LAW,"Reported Signed by Governor on February 22, 2012; Session Law Chapter 21; Effective: 07/01/2012",2012-02-02,2012-02-13,,"['Representative Nonini', 'Senator Andreason']",Signed,HIGHER EDUCATION - Amends existing law to revise provisions of residency requirements for public institutions of higher education relating to resident students.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0384/,
H0385,,LAW,"Reported Signed by Governor on March 2, 2012; Session Law Chapter 35; Effective: 07/01/2012",2012-02-06,2012-02-23,,"['Representative Pence', 'Senator Fulcher']",Signed,"COMMUNITY COLLEGES - Amends existing law relating to community colleges to revise terminology, to revise provisions relating to moneys credited to the Community College Account and to provide that the State Treasurer shall make certain disbursements and to revise provisions relating to disbursement of funds from the State Community College Account.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0385/,
H0386,Amended,LAW,"Reported Signed by Governor on March 29, 2012; Session Law Chapter 178; Effective: 07/01/2012",2012-02-29,2012-03-20,,"['Representative Marriott', 'Senator Marriott']",Signed,"SCHOLARSHIPS - Amends existing law relating to scholarships to revise provisions relating to eligibility of a scholarship of a spouse or child, to establish provisions relating to eligibility for a scholarship for a child of a military member, to establish provisions relating to eligibility for a scholarship for a spouse of a military member, to revise provisions relating to an individual who receives a scholarship, to revise provisions relating to educational qualifications, to revise terminology, to revise provisions relating to certain benefits, to revise provisions relating to members of the armed forces, to provide for rules and to revise provisions relating to scholarships for the spouse or child of a public safety officer.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0386/,
H0387,Amended,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2012-02-14,,,['Representative Luker'],,"HOMEOWNER’S EXEMPTION - Amends existing law relating to revenue and taxation to provide that a homestead having previously qualified for exemption in the preceding year shall not lose such qualification due to the owner’s absence for certain reasons, to provide that a certain exemption shall not be impaired for certain reasons, to provide that a certain exemption shall fail for certain reasons, to provide that the owner of a homestead previously qualified for exemption is not required to make a separate application to continue qualification of the exemption during the time of military, humanitarian or religious service, to provide for notice and to revise provisions relating to refunds or credits of property taxes.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0387/,
H0388,Amended,H FAILED,02/14; Read third time in full as amended - FAILED - 31-37-2,2012-02-14,,,,,EARLY CHILDHOOD AND EARLY INTERVENTION SERVICES - Adds to and amends existing law relating to early childhood and early intervention services to revise provisions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0388/,
H0389,,LAW,"Reported Signed by Governor on March 8, 2012; Session Law Chapter 43; Effective: 07/01/2012",2012-02-14,2012-02-29,,"['Representative Trail', 'Senator Hammond']",Signed,WEIGHTS AND MEASURES - Amends existing law relating to weights and measures to provide that certain fees shall be deposited in the Weights and Measures Dedicated Fund.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0389/,
H0390,,H Agric Aff,01/20; Reported Printed and Referred to Agricultural Affairs,,,,,,VETERINARY MEDICINE - Amends existing law relating to veterinarians to remove a provision relating to the return of the license fee portion of the application fee under certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0390/,
H0391,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 33; Effective: 03/01/12",2012-02-08,2012-02-23,,"['Representative Loertscher', 'Senator Fulcher']",Signed,PRIMARY ELECTION - Amends existing law to delete reference to the Presidential Preference Primary.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0391/,
H0392,,H St Aff,01/20; Reported Printed and Referred to State Affairs,,,,,,PRIMARY ELECTIONS - Amends existing law relating to elections to revise the date on which primary elections shall be held and to delete references to the presidential primary election.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0392/,
H0393,Amended,LAW,"Reported Signed by Governor on March 8, 2012; Session Law Chapter 44; Effective: 07/01/2012",2012-02-14,2012-02-28,,"['Representative Block', 'Senator LeFavour']",Signed,"RURAL HEALTH CARE ACCESS AND PHYSICIAN INCENTIVE - Amends and repeals existing law relating to rural health care access and physician incentive to provide for the Physician Incentive Fund to be administered by the Department of Health and Welfare; to provide for the Joint Health Care Access and Physician Incentive Grant Review Board; to provide for the scope of rural health care access and physician incentive grant support; to provide for grants to physicians for qualified medical education debt repayments; to provide for rural health care access grant awards and to provide for physician incentive grant awards; to provide for categories of grants; to provide requirements and criteria for grant awards; to provide for applications; to provide a schedule for awards, to provide for the disbursal of approved rural health care access grants and rural physician incentive grants.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0393/,
H0394,,LAW,"Reported Signed by Governor on March 6, 2012; Session Law Chapter 37; Effective: 07/01/2012",2012-02-07,2012-02-27,,"['Representative Thayn', 'Senator LeFavour']",Signed,"EDUCATION - Amends existing law relating to education to revise provisions relating to the Interstate Agreement on Qualifications of Educational Personnel, to revise provisions relating to purpose, to provide for assumptions, to provide definitions, to establish provisions relating to duties of member jurisdictions, to establish provisions relating to procedures for member participation and to establish and revise provisions relating to other aspects of the interstate agreement.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0394/,
H0395,,LAW,"Reported Signed by Governor on February 8, 2012; Session Law Chapter 7; Effective: 02/08/12",2012-01-25,2012-02-02,,"['Representative Patrick', 'Senator Bair']",Signed,"APPROPRIATIONS - DEFICIENCY WARRANTS - Appropriates and transfers a total of $4,225,700 from the General Fund for fiscal year 2012; transfers $4,093,300 to the Fire Suppression Deficiency Fund; transfers $62,600 to the Pest Control Deficiency Fund; transfers $69,800 to the Hazardous Substance Emergency Response Fund.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0395/,
H0396,,LAW,"Reported Signed by Governor on March 26, 2012; Session Law Chapter 118; Effective: 07/01/2012",2012-02-23,2012-03-15,,"['Representative Stevenson', 'Senator Bair']",Signed,"WATER - RATHDRUM PRAIRIE AQUIFER - Adds to existing law relating to water to provide that the Idaho Water Resource Board has prepared and adopted the Comprehensive Aquifer Management Plan for the Rathdrum Prairie Aquifer as a component of the Comprehensive State Water Plan, to provide that the Comprehensive Aquifer Management Plan for the Rathdrum Prairie Aquifer is approved as a component of the Comprehensive State Water Plan and to provide that state agencies shall exercise duties in a manner consistent with the Comprehensive Aquifer Management Plan.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0396/,
H0397,,LAW,"Reported Signed by Governor on March 26, 2012; Session Law Chapter 119; Effective: 07/01/2012",2012-02-22,2012-03-15,,"['Representative Raybould', 'Senator Tippets']",Signed,"IRRIGATION DISTRICT ELECTIONS - Amends existing law relating to irrigation districts to provide that if only one qualified candidate has been nominated for a position to be filled in an election for directors, it shall not be necessary to hold an election for that position, and to revise time provisions relating to the declaration of certain candidates elected as directors.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0397/,
H0398,,S St Aff,"Introduced, read first time; referred to: State Affairs",2012-02-22,,,['Representative Wood'],,"DITCH REPAIR AND MAINTENANCE - Amends existing law relating to the maintenance and repair of ditches to provide that specified duties relating to the maintenance of embankments shall not apply to maintenance and operation necessitated by certain actions of third parties or acts of God; to provide that specified duties relating to keeping and maintaining ditches, canals, works, aqueducts, embankments, flumes or other conduits of streams or springs require reasonable care only and shall not be construed to impose strict liability or to enlarge or otherwise adversely affect the liability of any party; to provide that the owners or constructors of such ditches, canals, works or other aqueducts shall not be liable for damage or injury caused by certain actions of third parties or acts of God; and to clarify that specified provisions shall not be construed to impair any defense that an owner or constructor of a ditch, canal, work or other aqueduct may assert in a civil action.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0398/,
H0399,,LAW,"Reported Signed by Governor on March 26, 2012; Session Law Chapter 120; Effective: 07/01/2012",2012-02-22,2012-03-15,,"['Representative Raybould', 'Senator Cameron']",Signed,"WATER APPROPRIATION - Amends existing law relating to applications to appropriate water to provide that if the use of diversion works or an irrigation system is represented by shares of stock in a corporation or if such works or system is owned or managed by an irrigation district, applications shall not be approved by the director of the Department of Water Resources without the consent of such corporation or irrigation district.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0399/,
H0400,,LAW,"Reported Signed by Governor on March 26, 2012; Session Law Chapter 121; Effective: 07/01/2012",2012-02-22,2012-03-15,,"['Representative Higgins', 'Senator Bair']",Signed,"ALTERATION OF STREAM CHANNELS - Amends existing law relating to alteration of channels of streams to provide that no civil or administrative proceedings for violation of specified law or violation of any rule, permit or order issued or promulgated pursuant to specified law may be brought more than two years after the director of the Department of Water Resources had knowledge or ought reasonably to have had knowledge of the violation.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0400/,
H0401,,LAW,"Reported Signed by Governor on March 26, 2012; Session Law Chapter 122; Effective: 07/01/2012",2012-02-22,2012-03-15,,"['Representative Pence', 'Senator Siddoway']",Signed,IRRIGATION DISTRICTS - Adds to existing law relating to irrigation districts to provide a procedure for the transfer of lands between districts; to provide for the content of resolutions regarding the transfer of lands between districts; to provide for notice; to provide for hearing; to provide for orders and determinations; to provide for orders of exclusion and annexation; to provide for appeals and to provide a procedure; and to provide for costs.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0401/,
H0402,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 27; Effective: 07/01/2012",2012-02-01,2012-02-23,,"['Representative McMillan', 'Senator Lodge']",Signed,BRAND BOARD - Amends existing law relating to the State Brand Board to provide that the State Brand Inspector and personnel of the State Brand Inspector’s office shall be employed by the Idaho State Police; to provide that the State Brand Inspector shall have supervision over employees and to provide that the State Brand Inspector and personnel of the State Brand Inspector’s office shall be governed by the policies and rules of the state of Idaho and the Idaho State Police concerning personnel disciplinary matters.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0402/,
H0403,,LAW,"Reported Signed by Governor on March 21, 2012; Session Law Chapter 99; Effective: 07/01/2012",2012-02-28,2012-03-13,,"['Representative Hart', 'Senator LeFavour']",Signed,ABANDONED MOTOR VEHICLES - Amends existing law relating to abandoned motor vehicles to provide for an Idaho State Police authorized tow list and to require background checks of certain persons.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0403/,
H0404,Amended,LAW,"Reported Signed by Governor on February 21, 2012; Session Law Chapter 17; Effective: 02/21/12",2012-02-17,2012-02-14,,"['Representative Bedke', 'Senator Vick']",Signed,CAPITOL MALL - Adds to existing law to prohibit camping on the Capitol Mall property and other state property and facilities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0404/,
H0405,,LAW,"Reported Signed by Governor on March 6, 2012; Session Law Chapter 39; Effective: 07/01/2012",2012-02-02,2012-02-27,,"['Representative Nonini', 'Senator Hammond']",Signed,"ELECTRONIC CIGARETTES - Amends and adds to existing law relating to electronic cigarettes to establish provisions relating to the possession, distribution or use of electronic cigarettes by minors.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0405/,
H0406,,H Educ,01/24; Reported Printed and Referred to Education,,,,,,"EDUCATION - Amends existing law relating to education to revise provisions relating to investigations by the professional standards commission, to revise provisions relating to a signed allegation, to revise provisions relating to notice, to revise provisions relating to findings of fact and decision, to provide for notice of certain final decisions; to revise provisions relating to an applicant statement and to revise provisions relating to the expungement of certain information.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0406/,
H0407,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 28; Effective: 07/01/2012",2012-02-14,2012-02-24,,"['Representative Rusche', 'Senator Smyser']",Signed,BUILDING SAFETY - Amends existing law relating to the Division of Building Safety to revise provisions relating to certain personnel of the Idaho Building Code Board and to provide that regional managers shall be nonclassified employees.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0407/,
H0408,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 29; Effective: 07/01/2012",2012-02-14,2012-02-24,,"['Representative Chadderdon', 'Senator Smyser']",Signed,ELECTRICAL BOARD - Amends existing law relating to the Idaho Electrical Board to revise provisions relating to presiding officials of the board.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0408/,
H0409,,LAW,"Reported Signed by Governor on March 2, 2012; Session Law Chapter 36; Effective: 07/01/2012",2012-02-14,2012-02-24,,"['Representative Smith', 'Senator Smyser']",Signed,BUILDING SAFETY DIVISION - Amends existing law relating to the Division of Building Safety to revise provisions relating to a certain board’s member compensation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0409/,
H0410,,H Bus,01/25; Reported Printed and Referred to Business,,,,,,"VIDEO SERVICE ACT - Adds to existing law relating to the Idaho Video Service Act to provide for franchising authority, to provide for modifications of existing franchise agreements, to provide for a holder of certificate, to provide for provision of access to video service within a certain period, to provide for suspension of authority for noncompliance with certain requirements, to provide for fees, to provide for amendment of the certificate of franchise authority, to provide for the use of public rights-of-way, to provide for a video service provider fee, to prohibit discrimination among potential residential subscribers and to provide for violations, to provide for customer service standards, to provide for designation and use of channel capacity for public, educational or governmental use and to provide for applicability of other law.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0410/,
H0411,,H Educ,01/26; Reported Printed and Referred to Education,,,,,,COMMUNITY COLLEGES - DISTRICT TRUSTEES - Amends existing law relating to community colleges to revise provisions and to establish additional provisions relating to the trustees of community college districts.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0411/,
H0412,,LAW,"Reported Signed by Governor on March 1, 2012; Session Law Chapter 30; Effective: 07/01/2012",2012-02-01,2012-02-23,,"['Representative Bolz', 'Senator Smyser']",Signed,GRAPE GROWERS - WINE PRODUCERS - Amends and adds to existing law relating to the Idaho Grape Growers and Wine Producers Commission to revise the powers and duties of the commission; and to provide for powers associated with the promotion of Idaho grape products.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0412/,
H0413,,H Transp,01/26; Reported Printed and Referred to Transportation & Defense,,,,,,DISASTER PREPAREDNESS - Amends existing law to authorize the issuance of deficiency warrants for the purpose of meeting obligations and expenses in responding to a declared state of emergency by the Military Division.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0413/,
H0414,,LAW,"Reported Signed by Governor on April 5, 2012; Session Law Chapter 318; Effective: 07/01/2012",2012-03-19,2012-03-26,,"['Representative Bedke', 'Senator Winder']",Signed,STATE RAIL AND INTERMODAL FACILITY SYSTEM PLAN - Amends existing law to revise duties of the Transportation Department and the Department of Agriculture regarding the State Rail and Intermodal Facility System Plan.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2012/legislation/H0414/,
