bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0011,,LAW,"Reported Signed by Governor on February 18, 2011; Session Law Chapter 5; Effective: 07/01/2011",26/01/2011,09/02/2011,,"['Representative Roberts', 'Senator Siddoway']",Signed,"FOREST LANDS - Amends existing law to remove a requirement to conduct a forest management cost study every five years, to require a forest management cost study be conducted periodically and to revise the membership of the committee on forest land taxation methodologies for forest lands taxation purposes.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0011/,
H0012,,LAW,"Reported Signed by Governor on February 18, 2011; Session Law Chapter 6; Effective: 07/01/2011",26/01/2011,10/02/2011,,"['Representative Gibbs', 'Senator McKenzie']",Signed,"MOTOR FUELS - Amends existing law relating to the taxation of motor fuels to make technical corrections and to have the term ""motor fuel"" be the universal term when taxing petroleum products.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0012/,
H0013,,LAW,"Reported Signed by Governor on February 23, 2011; Session Law Chapter 10; Effective: 01/01/10",26/01/2011,15/02/2011,,"['Representative Lake', 'Senator Hill']",Signed,"TAX COMMISSION - Amends existing law to revise a property tax exemption for certain new capital investment, to revise definitions and to revise procedures.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0013/,
H0014,,H St Aff,01/19; Reported Printed and Referred to State Affairs,,,,,,ELECTION CONSOLIDATION - Amends existing law to make technical corrections in the election consolidation law enacted in 2009.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0014/,
H0015,,S St Aff,"Introduced, read first time; referred to: State Affairs",01/02/2011,,,['Representative Andrus'],,LAVA HOT SPRINGS FOUNDATION - Amends existing law relating to the Lava Hot Springs Foundation to delete reference to the approval of the Board of Examiners of the state of Idaho relating to the lease of certain property.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0015/,
H0016,,H St Aff,01/19; Reported Printed and Referred to State Affairs,,,,,,INFO TECH SYSTEMS - Amends existing law relating to the Information Technology Resource Management Council  and to the Department of Administration to eliminate the requirement of maintaining an inventory of information technology systems of state agencies and to clarify references to communications equipment.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0016/,
H0017,,LAW,"Law without signature - March 14, 2011",08/02/2011,02/03/2011,,"['Representative King', 'Senator Hammond']",Passed without signature,TRANSPORTATION DEPARTMENT - Amends existing law to implement Federal Motor Carrier Safety Administration regulations that establish new requirements for drivers subject to commercial driver’s licenses and medical certificate requirements for commercial driver’s license holders.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0017/,
H0018,,H Transp,01/20; Reported Printed and Referred to Transportation & Defense,,,,,,ABANDONED MOTOR VEHICLES - Amends existing law relating to abandoned motor vehicles to revise provisions relating to a post-storage hearing and notice of storage.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0018/,
H0019,,H Health/Wel,01/20; Reported Printed and Referred to Health & Welfare,,,,,,MEDICAL MARIJUANA - Adds to existing law relating to health to provide for the Idaho Compassionate Use Medical Marijuana Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0019/,
H0020,,LAW,"Reported Signed by Governor on March 8, 2011; Session Law Chapter 39; Effective: 03/08/11",01/02/2011,02/03/2011,,"['Representative Trail', 'Senator Mortimer']",Signed,"UNIVERSITY OF IDAHO - Amends and repeals existing law relating to education to provide that the State Board of Education and the Board of Regents of the University of Idaho may prescribe fees, including tuition fees, for resident and nonresident students enrolled in all state colleges and universities.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0020/,
H0021,,LAW,"Reported Signed by Governor on March 8, 2011; Session Law Chapter 40; Effective: 07/01/2011",01/02/2011,02/03/2011,,"['Representative Bateman', 'Senator Andreason']",Signed,"EDUCATION - Amends existing law relating to education to provide that accurate records or minutes of certain proceedings shall be kept, and shall be available for public inspection at the office of the affected school district.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0021/,
H0022,,LAW,"Reported Signed by Governor on April 5, 2011; Session Law Chapter 210; Effective: 07/01/2011",02/03/2011,29/03/2011,,"['Representative Gibbs', 'Senator Bair']",Signed,WATER RIGHT LICENSES - Amends existing law relating to water right licenses to delete the requirements that licenses be issued under the seal of the office of the Department of Water Resources and that licenses bear the capacity of the diverting works.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0022/,
H0023,,S Res/Env,"Introduced, read first time; referred to: Resources & Environment",02/03/2011,,,['Representative Wood'],,"WELLS - Amends existing law relating to drilling permits to revise fee provisions, to provide for the use of certain permit fees, to authorize the director of the Department of Water Resources to provide blanket drilling permits for closed loop heat exchange wells and to provide that the applications for blanket permits for site specific monitoring programs shall include specified design proposals.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0023/,
H0024,,LAW,"Reported Signed by Governor on April 5, 2011; Session Law Chapter 170; Effective: 07/01/2011",02/03/2011,29/03/2011,,"['Representative Wood', 'Senator Stennett']",Signed,"WATER - Amends existing law relating to water to delete the requirement that copies of notices be sent by ordinary mail to certain persons, to provide for notices that are accessible from the Internet homepage of the Department of Water Resources, to clarify that published notices are the official notices and to provide that any errors or omissions in notices displayed on the Internet homepage shall not invalidate the published notices.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0024/,
H0025,,LAW,"Reported Signed by Governor on April 5, 2011; Session Law Chapter 171; Effective: 07/01/2011",02/03/2011,29/03/2011,,"['Representative Pence', 'Senator Siddoway']",Signed,WATER - Amends existing law relating to permits to appropriate water to revise provisions and requirements relating to submission of proof of beneficial use statements submitted more than sixty days after notice of lapsing and to provide for the reinstatement of such permits and the advancement of priority dates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0025/,
H0026,,H FAILED,02/01; Read Third Time in Full - FAILED - 31-35-4,01/02/2011,,,,,PEACE OFFICERS STANDARDS AND TRAINING FUND - Amends existing law relating to fees to increase a certain fee to be deposited in the Peace Officers Standards and Training Fund.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0026/,
H0027,,LAW,"Reported Signed by Governor on February 22, 2011; Session Law Chapter 9; Effective: 07/01/2011",01/02/2011,15/02/2011,,"['Representative Bateman', 'Senator LeFavour']",Signed,ASSAULT AND BATTERY - Amends existing law relating to assault and battery to revise provisions relating to assault or battery upon certain personnel.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0027/,
H0028,,H St Aff,01/21; Reported Printed and Referred to State Affairs,,,,,,FREEDOM OF CONSCIENCE FOR HEALTH CARE PROFESSIONALS - Amends existing law to provide that no health care professional shall refuse to follow the patient’s or physician’s directions as established in accordance with the Medical Consent and Natural Death Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0028/,
H0029,,H Rev/Tax,01/21; Reported Printed and Referred to Revenue & Taxation,,,,,,"SALES AND USE TAX - SERVICES - Amends, repeals and adds to existing law to place the sales and use tax on services and to decrease the rate of the sales and use tax to five percent.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0029/,
H0030,,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",01/02/2011,,,['Representative Luker'],,"HOMEOWNER’S EXEMPTION - Amends existing law relating to revenue and taxation to provide that a homestead having previously qualified for exemption in the preceding year shall not lose such qualification due to the owner’s absence for certain reasons, to provide that a certain exemption shall not be impaired for certain reasons, to provide that a certain exemption shall fail for certain reasons, to provide that the owner of a homestead previously qualified for exemption is not required to make a separate application to continue qualification of the exemption during the time of military, humanitarian or religious service and to provide for notice.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0030/,
H0031,,LAW,"Reported Signed by Governor on April 5, 2011; Session Law Chapter 172; Effective: 07/01/2011",02/03/2011,29/03/2011,,"['Representative Lacey', 'Senator Brackett']",Signed,"WATER - Amends existing law relating to water to revise a fee relating to applications for amendment of permit and to provide for fees for filing applications to change the point of diversion, place, period or nature of use of water under a vested water right; to revise a provision relating to information contained in certain applications to change a water right being deemed in compliance with specified notification provisions and to provide for applicability of specified fee requirements.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0031/,
H0032,,H St Aff,01/24; Reported Printed and Referred to State Affairs,,,,,,"VIDEO SERVICE ACT - Adds to existing law relating to the Idaho Video Service Act  to provide for franchising authority; to provide for the use of public rights-of-way; to provide for modifications of existing franchise agreements; to provide for fees; to provide for a holder of certificate; to provide for provision of access to video service within a certain period; to provide for amendment of the certificate of franchise authority; to provided for suspension of authority for noncompliance with certain requirements; to provide for a video service provider fee; to provide for nondiscrimination by governmental entities relating to use of the public right-of-way; to prohibit discrimination among potential residential subscribers; to provide for customer service standards; to provide for the designation and use of channel capacity for public, educational or governmental use; and to provide for applicability of other law.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0032/,
H0033,,H Jud,"01/24; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,"PEACE OFFICERS — INDIAN TRIBES - Amends and adds to existing law relating to peace officers to revise the enumeration of the term ""peace officer""; to provide for enforcement of state law by law enforcement officers of federally recognized Indian tribes within the state and the requirements therefor and to revise a definition.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0033/,
H0034,,LAW,"Reported Signed by Governor on February 23, 2011; Session Law Chapter 12; Effective: 07/01/2011",01/02/2011,17/02/2011,,"['Representative Hartgen', 'Senator Lodge']",Signed,CAPITOL COMMISSION - Amends and repeals existing law to revise the number of required meetings the Capitol Commission is to hold annually; to revise powers and duties of the Capitol Commission; and to remove the statute relating to the architect of the Capitol building.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0034/,
H0035,,H Rev/Tax,01/26; Reported Printed and Referred to Revenue & Taxation,,,,,,COOPERATIVE SERVICE AGENCIES - Amends existing law relating to cooperative service agencies to provide that certain facilities constructed shall be financed from property taxes and to provide that no debt shall be incurred in the construction of such facilities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0035/,
H0036,,H Educ,01/26; Reported Printed and Referred to Education,,,,,,EDUCATION - Adds to and amends existing law relating to postsecondary institutions and proprietary schools to revise provisions relating to registration; to provide that a student may bring an action; to provide that the Board of Education may permit the director to accept from certain proprietary schools certain bonds and to provide that the director may submit a demand upon the surety on the bond on behalf of a student or students in certain situations; to provide for powers and duties of the director; to provide for civil penalties and to provide that a court may enter an order to recover costs; and to provide for criminal penalties.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0036/,
H0037,,H Rev/Tax,01/26; Reported Printed and Referred to Revenue & Taxation,,,,,,"TAX COMMISSION - Amends existing law to remove the monetary requirement on applicability of the state on adjusted or compromised cases, to require increased involvement of tax commissioners and audit staff in finalizing settlement and closing agreements, to require certain written detail in settlement and closing agreements and to require certain written detail in annual reports to the Legislature.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0037/,
H0038,,LAW,"Reported Signed by Governor on March 11, 2011; Session Law Chapter 50; Effective: 07/01/2011",18/02/2011,03/03/2011,,"['Representative Pence', 'Senator Smyser']",Signed,ORGANIC FOOD PRODUCTS - Amends existing law relating to organic food products to delete a certificate issuance restriction relating to education requirements.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0038/,
H0039,,LAW,"Reported Signed by Governor on April 5, 2011; Session Law Chapter 173; Effective: 07/01/2011",21/02/2011,29/03/2011,,"['Representative Patrick', 'Senator Siddoway']",Signed,SEED CROPS - Amends existing law relating to seed crops to provide for payment for seed crops and to provide a limitation relating to payment from the Seed Indemnity Fund for specified seed crops.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0039/,
H0040,,LAW,"Reported Signed by Governor on March 11, 2011; Session Law Chapter 51; Effective: 07/01/2011",08/02/2011,03/03/2011,,"['Representative Harwood', 'Senator Nuxoll']",Signed,ENVIRONMENTAL QUALITY - Amends existing law relating to the burning of crop residue to provide an exception to the imposition of a specified fee.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0040/,
H0041,,LAW,"Reported Signed by Governor on March 8, 2011; Session Law Chapter 41; Effective: 03/08/11",08/02/2011,02/03/2011,,"['Representative Cronin', 'Senator Tippets']",Signed,UNDERGROUND STORAGE TANKS - Amends existing law relating to underground storage tanks to provide for certain monetary penalties for specified violations.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0041/,
H0042,,H Env,"01/26; Reported Printed and Referred to Environment, Energy, & Technology",,,,,,DEPARTMENT OF ENVIRONMENTAL QUALITY - Amends and adds to existing law relating to water quality to revise definitions and to provide for the approval of certain rules relating to outstanding resource waters.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0042/,
H0043,,LAW,"Reported Signed by Governor on March 11, 2011; Session Law Chapter 52; Effective: 07/01/2011",11/02/2011,02/03/2011,,"['Representative Bateman', 'Senator McKenzie']",Signed,MILITARY DIVISION - DUTY STATUS - Amends existing law relating to the Military Division to provide that for certain purposes members of the Idaho military shall be considered to be in a duty status at all times.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0043/,
H0044,,LAW,"Reported Signed by Governor on March 11, 2011; Session Law Chapter 53; Effective: 07/01/2011",11/02/2011,02/03/2011,,"['Representative Hagedorn', 'Senator Winder']",Signed,MILITARY DIVISION - Amends existing law relating to the Military Division to revise duties of the Adjutant General.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0044/,
H0045,,LAW,"Reported Signed by Governor on February 25, 2011; Session Law Chapter 22; Effective: 01/01/12",08/02/2011,18/02/2011,,"['Representative Palmer', 'Senator Winder']",Signed,SPECIAL MOTOR VEHICLE LICENSE PLATES - Amends and adds to existing law relating to special motor vehicle license plates to establish the Idaho Aviation Foundation special license plate program.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0045/,
H0046,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 75; Effective: 07/01/2011",23/02/2011,08/03/2011,,"['Representative Chew', 'Senator Schmidt']",Signed,"ACUPUNCTURE - Amends and adds to existing law relating to acupuncture to revise provisions relating to acupuncture trainees, acupuncture trainee permits and acupuncture technician certificates.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0046/,
H0047,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 76; Effective: 07/01/2011",23/02/2011,08/03/2011,,"['Representative Rusche', 'Senator Bock']",Signed,SPEECH AND HEARING SERVICES PRACTICE ACT - Amends existing law relating to the Speech and Hearing Services Practice Act to remove an exception to licensure requirements and to provide for a license by endorsement; and to provide provisions relating to the unlawful practice of hearing aid dealing and fitting.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0047/,
H0048,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 77; Effective: 07/01/2011",23/02/2011,08/03/2011,,"['Representative Wood', 'Senator Smyser']",Signed,RESIDENTIAL CARE ADMINISTRATION ACT - Amends existing law relating to the Idaho Residential Care Administration Act to remove obsolete language and to revise board member compensation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0048/,
H0049,,LAW,"Reported Signed by Governor on March 17, 2011; Session Law Chapter 92; Effective: 07/01/2011",23/02/2011,08/03/2011,,"['Representative Roberts', 'Senator Nuxoll']",Signed,RESIDENTIAL CARE ADMINISTRATORS ACT - Amends existing law relating to the Idaho Residential Care Administrators Act to revise the education and experience requirements for an applicant seeking licensure as a residential care facility administrator and to provide an exception to the experience requirements.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0049/,
H0050,,H Loc Gov,01/27; Reported Printed and Referred to Local Government,,,,,,LAND USE PLANNING ACT - Amends existing law to provide that a governing board may set the procedure by which applications are processed and recommendations or decisions rendered under the Local Land Use Planning Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0050/,
H0051,,LAW,"Reported Signed by Governor on March 8, 2011; Session Law Chapter 49; Effective: 07/01/2011",08/02/2011,02/03/2011,,"['Representative Wills', 'Senator Mortimer']",Signed,EDUCATION - Amends existing law relating to education to eliminate language relating to regulations for proof of illness.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0051/,
H0052,,LAW,"Reported Signed by Governor on March 15, 2011; Session Law Chapter 61; Effective: 07/01/2011",18/02/2011,03/03/2011,,"['Representative Eskridge', 'Senator Cameron']",Signed,GEOTHERMAL RESOURCES - Amends existing law relating to geothermal resources to authorize the State Board of Land Commissioners to issue geothermal resource leases for terms of up to forty-nine years on certain state or school lands and to delete reference to other term of lease provisions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0052/,
H0053,,LAW,"Reported Signed by Governor on March 15, 2011; Session Law Chapter 62; Effective: 07/01/2011",18/02/2011,03/03/2011,,"['Representative Bedke', 'Senator Werk']",Signed,GEOTHERMAL RESOURCE LEASES - Amends existing law relating to geothermal resource leases to revise provisions relating to the manner of fixing rentals and to provide for royalties.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0053/,
H0054,,LAW,"Reported Signed by Governor on March 15, 2011; Session Law Chapter 63; Effective: 07/01/2011",18/02/2011,03/03/2011,,"['Representative Wood', 'Senator Bair']",Signed,GEOTHERMAL LEASES - Amends existing law relating to geothermal leases to revise provisions relating to the surface area of geothermal leases.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0054/,
H0055,,H Bus,02/24; U.C. to be returned to Business Committee,,,,,,"REVISED UNIFORM UNINCORPORATED NONPROFIT ASSOCIATION ACT - Amends, repeals and adds to existing law relating to the Revised Uniform Unincorporated Nonprofit Association Act.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0055/,
H0056,,LAW,"Reported Signed by Governor on March 15, 2011; Session Law Chapter 64; Effective: 07/01/2011",21/02/2011,03/03/2011,,"['Representative Hagedorn', 'Senator Siddoway']",Signed,"GEOTHERMAL RESOURCES - BONDING - Amends existing law relating to geothermal resources to revise bond provisions relating to damages to the land surface and improvements thereon, to provide for bonds relating to reclamation and to clarify that bonds shall not duplicate certain bonds for well closure.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0056/,
H0057,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,,,,TAX COMMISSION - SALES AND USE TAX - Adds to existing law to allow the State Tax Commission authority to investigate joining the Streamlined Sales and Use Tax Agreement.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0057/,
H0058,,H FAILED,02/24; Read Third Time in Full - FAILED - 28-40-2,24/02/2011,,,,,CIVIL OFFICES - Amends existing law relating to civil offices to provide for vacancies in elective civil offices upon the occurrence of certain specified conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0058/,
H0059,,H St Aff,01/27; Reported Printed and Referred to State Affairs,,,,,,"STATE SOVEREIGNTY - Adds to existing law relating to state sovereignty to provide that certain public laws shall not be recognized by the state of Idaho and are null and void and of no effect in this state, to provide that no department or agency of the state of Idaho shall take certain action to implement certain public laws, to provide that no department, agency, public officer or employee of the state of Idaho shall enter into certain documents in furtherance of certain public laws.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0059/,
H0060,,LAW,"Reported Signed by Governor on February 23, 2011; Session Law Chapter 11; Effective: 01/01/11",03/02/2011,16/02/2011,,"['Representative McGeachin', 'Senator McKenzie']",Signed,ELECTION CONSOLIDATION - Amends existing law to make technical corrections in the election consolidation law enacted in 2009.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0060/,
H0061,,LAW,"Reported Signed by Governor on February 23, 2011; Session Law Chapter 15; Effective: 05/01/11",08/02/2011,17/02/2011,,"['Representative Killen', 'Senator Davis']",Signed,"MOTOR VEHICLES - CRIMES AND PUNISHMENTS - Amends existing law relating to motor vehicles and crimes and punishments to delete language relating to a person refusing to submit to or failing to complete certain evidentiary testing, to revise a penalty provision if a motorist refuses to submit to or complete certain evidentiary testing; and to revise provisions relating to a request for a hearing.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0061/,
H0062,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 78; Effective: 07/01/2011",15/02/2011,08/03/2011,,"['Representative McMillan', 'Senator Schmidt']",Signed,VETERINARY MEDICINE BOARD - Amends existing law relating to the Board of Veterinary Medicine to delete the requirements that the board review and approve applications for certain national examinations and administer certain national examinations.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0062/,
H0063,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 79; Effective: 07/01/2011",15/02/2011,08/03/2011,,"['Representative Boyle', 'Senator Hammond']",Signed,VETERINARIANS - Amends existing law relating to veterinarians to provide that certain violations constituting a breach of the North American Veterinary Licensing Examination shall constitute grounds for specified discipline.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0063/,
H0064,,LAW,"Reported Signed by Governor on March 16, 2011; Session Law Chapter 80; Effective: 07/01/2011",15/02/2011,08/03/2011,,"['Representative Takasugi', 'Senator Smyser']",Signed,"VETERINARIANS - LICENSURE - Amends existing law relating to veterinarians to provide an exception to licensure for certain veterinarians with an active license in good standing from another state for the practice of veterinary medicine on animals in a collection of a publicly owned zoo, to provide conditions and to provide a time limit for the exemption.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0064/,
H0065,,LAW,"Reported Signed by Governor on March 17, 2011; Session Law Chapter 93; Effective: 07/01/2011",15/02/2011,08/03/2011,,"['Representative Lacey', 'Senator Siddoway']",Signed,"VETERINARIANS - Adds to existing law relating to veterinarians to provide that orders entered by the Board of Veterinary Medicine that deny applications for licensure or certification or suspend or revoke existing licenses or certifications may include certain time provisions relating to reapplication, suspension and revocation.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0065/,
H0066,,H Rev/Tax,01/31; Reported Printed and Referred to Revenue & Taxation,,,,,,FOOD TAX CREDITS - Amends and adds to existing law relating to food tax credits to provide that certain credits allowed shall be increased until such time as each credit equals ninety dollars and to provide that for a certain period the amount of the credit shall be no greater than the credit provided for in tax year 2011.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2011/legislation/H0066/,
